provider,url,files_found,missing_files,complete,error
Régie Autonome des Transports Parisiens,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-ile-de-france-regie-autonome-des-transports-parisiens-gtfs-1291.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Borders Buses,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/gb-unknown-borders-buses-gtfs-1929.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Helsingin seudun liikenne (HSL),https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fi-uusimaa-helsingin-seudun-liikenne-hsl-gtfs-865.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Metrobus,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/gb-unknown-metrobus-gtfs-1942.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Salisbury Reds,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/gb-unknown-salisbury-reds-gtfs-1950.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Oxford Bus,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/gb-oxfordshire-oxford-bus-gtfs-1947.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
"Transport for Greater Manchester Arriva in the North West, Atlantic Travel, Bestway Travel, Belle Vue Coaches, Blackburn Private Hire, The Burnley Bus Company, Bullocks Coaches, Cumfy Bus, D&G Bus, Don Fraser Coaches Ltd, Finch Coaches, First Halifax, Calder Valley & Huddersfield, First in Greater Manchester, Little Gem, Go North West, Diamond Bus North West, Harris Travel, Hattons Transport, Hiltons Travel, High Peak, Huyton Travel, Holmeswood Coaches, Link Network, The Blackburn Bus Company, Maghull Coaches, Metrolink, Olympia Travel UK Ltd, Preston Bus, Nexus Move, Rosso, Tyrers, Stagecoach Merseyside and South Lancashire, Stagecoach in Greater Manchester, Selwyn's Travel, South Pennine C.T., Stotts, Travel Assist, Team Pennine, Viking Coaches, Vision Bus, Warrington's Own Buses",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/gb-unknown-transport-for-greater-manchester-arriva-in-the-north-west-gtfs-1103.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Warrington's Own Buses,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/gb-warrington-warringtons-own-buses-gtfs-1956.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Green Line 702,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/gb-west-berkshire-green-line-702-gtfs-1937.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Transdev Blazefield,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/gb-unknown-transdev-blazefield-gtfs-1953.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Newbury & District,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/gb-west-berkshire-newbury-district-gtfs-1944.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
French Brothers Ltd,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/gb-windsor-and-maidenhead-french-brothers-ltd-gtfs-986.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
INGEROP,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/gh-ashanti-ingerop-gtfs-1814.zip?alt=media,[],"['calendar_dates.txt', 'trips.txt', 'stops.txt', 'transfers.txt', 'calendar.txt', 'routes.txt', 'stop_times.txt']",False,
AMA Department of Transport,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/gh-greater-accra-ama-department-of-transport-gtfs-881.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar.txt', 'stops.txt', 'routes.txt']","['calendar_dates.txt', 'transfers.txt']",False,
TRAINOSE,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/gr-thessaloniki-trainose-gtfs-1161.zip?alt=media,"['trips.txt', 'routes.txt', 'calendar.txt', 'stops.txt', 'stop_times.txt']","['calendar_dates.txt', 'transfers.txt']",False,
Αthens Urban Transport Organisation (Οργανισμός Αστικών Συγκοινωνιών ΟΑΣΑ),https://storage.googleapis.com/storage/v1/b/mdb-latest/o/gr-attiki-athens-urban-transport-organisation-organismos-astikon-sugkoinonion-oasa-gtfs-1228.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Hong Kong Government Transport Department,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/hk-unknown-hong-kong-government-transport-department-gtfs-1924.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Weekendbus,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/hu-budapest-weekendbus-gtfs-862.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Miskolc Városi Közlekedési (MVK),https://storage.googleapis.com/storage/v1/b/mdb-latest/o/hu-miskolc-miskolc-varosi-kozlekedesi-mvk-gtfs-1070.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'stops.txt', 'routes.txt']","['calendar.txt', 'transfers.txt']",False,
Ile-de-France Mobilité,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-paris-ile-de-france-mobilite-gtfs-1026.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
BIOKOM,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/hu-pecs-biokom-gtfs-861.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Budaörs Város Önkormányzata,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/hu-pest-budaors-varos-onkormanyzata-gtfs-894.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'stops.txt', 'routes.txt']","['calendar.txt', 'transfers.txt']",False,
V-BUSZ KFT,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/hu-veszprem-v-busz-kft-gtfs-1903.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'stops.txt', 'routes.txt']","['calendar.txt', 'transfers.txt']",False,
Szegedi Közlekedési Társaság,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/hu-szeged-dakk-zrt-gtfs-887.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Monkey Forest Ubud Shuttle,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/id-bali-monkey-forest-ubud-shuttle-gtfs-1018.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar.txt', 'stops.txt', 'routes.txt']","['calendar_dates.txt', 'transfers.txt']",False,
Bogor Angkots,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/id-jawa-barat-bogor-angkots-gtfs-1229.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar.txt', 'stops.txt', 'routes.txt']","['calendar_dates.txt', 'transfers.txt']",False,
Transjakarta,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/id-jakarta-raya-transjakarta-gtfs-1909.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Morton's Coaches,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/ie-dublin-mortons-coaches-gtfs-969.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Go North East,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/gb-unknown-go-north-east-gtfs-1935.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Hyderabad Multi-Modal Transport System,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/in-andhra-pradesh-hyderabad-multi-modal-transport-system-gtfs-921.zip?alt=media,"['trips.txt', 'routes.txt', 'calendar.txt', 'stops.txt', 'stop_times.txt']","['calendar_dates.txt', 'transfers.txt']",False,
Delhi Transport Corporation,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/in-delhi-delhi-transport-corporation-gtfs-1262.zip?alt=media,"['trips.txt', 'routes.txt', 'calendar.txt', 'stops.txt', 'stop_times.txt']","['calendar_dates.txt', 'transfers.txt']",False,
Bangalore Metropolitan Transport Corporation (BMTC),https://storage.googleapis.com/storage/v1/b/mdb-latest/o/in-karnataka-bangalore-metropolitan-transport-corporation-bmtc-gtfs-2013.zip?alt=media,"['trips.txt', 'routes.txt', 'calendar.txt', 'stops.txt', 'stop_times.txt']","['calendar_dates.txt', 'transfers.txt']",False,
Kochi buses and boats,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/in-kerala-kochi-buses-and-boats-gtfs-1835.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar.txt', 'stops.txt', 'routes.txt']","['calendar_dates.txt', 'transfers.txt']",False,
Kochi Metro,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/in-kerala-kochi-metro-gtfs-1209.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar.txt', 'stops.txt', 'routes.txt']","['calendar_dates.txt', 'transfers.txt']",False,
MSRTC Transit,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/in-maharashtra-msrtc-transit-gtfs-2336.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Chiltern Railways,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/gb-unknown-chiltern-railways-gtfs-1311.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Trasporto Passeggeri Emilia-Romagna,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-bologna-tper-ferrara-gtfs-2371.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Trasporto Passeggeri Emilia-Romagna,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-bologna-tper-marconi-gtfs-2370.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'stops.txt', 'routes.txt']","['calendar.txt', 'transfers.txt']",False,
STP Brindisi,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-brindisi-stp-brindisi-gtfs-2020.zip?alt=media,"['trips.txt', 'calendar_dates.txt', 'routes.txt', 'calendar.txt', 'stops.txt', 'stop_times.txt']",['transfers.txt'],False,
STP Brindisi,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-brindisi-stp-brindisi-gtfs-2021.zip?alt=media,"['trips.txt', 'calendar_dates.txt', 'routes.txt', 'calendar.txt', 'stops.txt', 'stop_times.txt']",['transfers.txt'],False,
STP Brindisi,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-brindisi-stp-brindisi-gtfs-2022.zip?alt=media,"['trips.txt', 'calendar_dates.txt', 'routes.txt', 'calendar.txt', 'stops.txt', 'stop_times.txt']",['transfers.txt'],False,
STP Brindisi,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-brindisi-stp-brindisi-gtfs-2023.zip?alt=media,"['trips.txt', 'calendar_dates.txt', 'routes.txt', 'calendar.txt', 'stops.txt', 'stop_times.txt']",['transfers.txt'],False,
Azienda Napoletana Mobilità,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-campania-azienda-napoletana-mobilita-gtfs-893.zip?alt=media,"['trips.txt', 'calendar_dates.txt', 'routes.txt', 'stops.txt', 'stop_times.txt']","['calendar.txt', 'transfers.txt']",False,
Rursee-Schifffahrt KG,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-unknown-rursee-schifffahrt-kg-gtfs-784.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Trasporto Passeggeri Emilia-Romagna,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-bologna-tper-bus-gtfs-2372.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
STIF,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-ile-de-france-stif-gtfs-1283.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
AMT Genova,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-liguria-amt-genova-gtfs-1230.zip?alt=media,"['trips.txt', 'routes.txt', 'calendar.txt', 'stops.txt', 'stop_times.txt']","['calendar_dates.txt', 'transfers.txt']",False,
Airpullmann,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-lombardia-airpullmann-gtfs-1185.zip?alt=media,"['trips.txt', 'calendar_dates.txt', 'routes.txt', 'stops.txt', 'stop_times.txt']","['calendar.txt', 'transfers.txt']",False,
ATP Esercizio Srl,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-liguria-atp-esercizio-srl-gtfs-643.zip?alt=media,"['trips.txt', 'calendar_dates.txt', 'routes.txt', 'stops.txt', 'stop_times.txt']","['calendar.txt', 'transfers.txt']",False,
Azienda Varesina Trasporti (AVT),https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-lombardia-azienda-varesina-trasporti-avt-gtfs-1264.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar.txt', 'stops.txt', 'routes.txt']","['calendar_dates.txt', 'transfers.txt']",False,
Movibus S.r.l.,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-lombardia-movibus-srl-gtfs-1267.zip?alt=media,"['trips.txt', 'calendar_dates.txt', 'routes.txt', 'stops.txt', 'stop_times.txt']","['calendar.txt', 'transfers.txt']",False,
Autolinee Varesine,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-lombardia-autolinee-varesine-gtfs-1059.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Trenord,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-lombardia-trenord-gtfs-855.zip?alt=media,"['trips.txt', 'calendar_dates.txt', 'routes.txt', 'stops.txt', 'stop_times.txt']","['calendar.txt', 'transfers.txt']",False,
"Trenitalia, Contram Mobilita s.c.p.a., Trasfer Soc. Cons. a.r.l., Adriabus spa, Soc. Consortile A.T.M.A., Start Spa",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-marche-trenitalia-gtfs-1319.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Bus Regione Piemonte,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-piemonte-bus-regione-piemonte-gtfs-1138.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
"Bus Company S.r.l., Gunetto Autolinee S.r.l., Bus Company S.r.l., GelosoBus S.r.l., RT Piemonte S.r.l., Autolinee Nuova Benese S.r.l., Autolinee Allasia S.r.l., Nuova S.A.A.R. S.r.l., SAV Autolinee S.r.l., S.A.C. S.r.l., Autolinee Valle Pesio S.r.l., ACTP S.r.l., Nuova Beccaria S.r.l., Giors S.n.c., Consorzio Trasporti GRANDA BUS",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-piemonte-bus-company-srl-gtfs-1194.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Agenzia Mobilità Ambiente Territorio,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-lombardia-agenzia-mobilita-ambiente-territorio-gtfs-1231.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
"TRENITALIA, Gruppo Torinese Trasporti (GTT)",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-piemonte-trenitalia-gtfs-1266.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Trenitalia Piemonte,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-piemonte-trenitalia-piemonte-gtfs-1170.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Autolinee Scoppio,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-puglia-autolinee-scoppio-gtfs-848.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Comune di Gioia del Colle,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-puglia-comune-di-gioia-del-colle-gtfs-849.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Ferrotramviaria,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-puglia-ferrotramviaria-gtfs-1058.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Regione Piemonte,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-piemonte-regione-piemonte-gtfs-1154.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Mobilità e Trasporti Molfetta,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-puglia-mobilita-e-trasporti-molfetta-gtfs-1147.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Società Gestione Multipla (SGM),https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-puglia-societa-gestione-multipla-sgm-gtfs-1066.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Miccolis S.p.A.,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-puglia-miccolis-spa-gtfs-912.zip?alt=media,[],"['calendar_dates.txt', 'trips.txt', 'stops.txt', 'transfers.txt', 'calendar.txt', 'routes.txt', 'stop_times.txt']",False,
Società Trasporti Provinciale S.p.A.,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-puglia-societa-trasporti-provinciale-spa-gtfs-847.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Budapesti Közlekedési Központ (BKK),https://storage.googleapis.com/storage/v1/b/mdb-latest/o/hu-budapest-budapesti-kozlekedesi-kozpont-bkk-gtfs-990.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'stops.txt', 'routes.txt']","['calendar.txt', 'transfers.txt']",False,
ASARA GIUSEPPE EREDI AUTOSERVIZI S.R.L.,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-regione-autonoma-della-sardegna-asara-giuseppe-eredi-autoservizi-srl-gtfs-1049.zip?alt=media,"['trips.txt', 'calendar_dates.txt', 'routes.txt', 'calendar.txt', 'stops.txt', 'stop_times.txt']",['transfers.txt'],False,
ASPO Olbia,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-regione-autonoma-della-sardegna-aspo-olbia-gtfs-2008.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
ATP Nuoro,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-regione-autonoma-della-sardegna-atp-nuoro-gtfs-991.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Collegamenti marittimi Grimaldi,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-regione-autonoma-della-sardegna-collegamenti-marittimi-grimaldi-gtfs-1192.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Gruppo Torinese Trasporti,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-piemonte-gruppo-torinese-trasporti-gtfs-1142.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Collegamenti marittimi Moby,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-regione-autonoma-della-sardegna-collegamenti-marittimi-moby-gtfs-1048.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Collegamenti marittimi Tirrenia,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-regione-autonoma-della-sardegna-collegamenti-marittimi-tirrenia-gtfs-1051.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Collegamenti marittimi Sardinia Ferries,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-regione-autonoma-della-sardegna-collegamenti-marittimi-sardinia-ferries-gtfs-1050.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Delcomar,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-regione-autonoma-della-sardegna-delcomar-gtfs-1047.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Quadri orari traghetti,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-regione-autonoma-della-sardegna-quadri-orari-traghetti-gtfs-1268.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
TRENITALIA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-regione-autonoma-della-sardegna-trenitalia-gtfs-1052.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
National Transport Authority,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/ie-unknown-national-transport-authority-gtfs-2364.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Collegamenti marittimi Grandi Navi Veloci,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-sardegna-collegamenti-marittimi-grandi-navi-veloci-gtfs-1265.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Azienda Trasporti Pubblici (ATP Sassari),https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-regione-autonoma-della-sardegna-azienda-trasporti-pubblici-atp-sassari-gtfs-2009.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Azienda Trasporti di Messina (ATM),https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-sicilia-azienda-trasporti-di-messina-atm-gtfs-896.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Consorzio Trasporti e Mobilità (CTM Cagliari),https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-regione-autonoma-della-sardegna-consorzio-trasporti-e-mobilita-ctm-cagliari-gtfs-1193.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar.txt', 'stops.txt', 'routes.txt']","['calendar_dates.txt', 'transfers.txt']",False,
Trentino Trasporti Esercizio (TTE),https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-trentino-alto-adige-trentino-trasporti-esercizio-tte-gtfs-1031.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Trentino Trasporti SpA (TT),https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-trentino-alto-adige-trentino-trasporti-spa-tt-gtfs-978.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Azienda Trasporti Automobilistici Pubblici delle Province di Biella e Vercelli (ATAP),https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-unknown-azienda-trasporti-automobilistici-pubblici-delle-province-di-biella-e-vercelli-atap-gtfs-854.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'stops.txt', 'routes.txt']",['calendar.txt'],False,
Daytrip Shuttle,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-unknown-daytrip-shuttle-gtfs-2055.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Autolinee Mugello Valdisieve,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-unknown-autolinee-mugello-valdisieve-gtfs-1177.zip?alt=media,"['trips.txt', 'calendar_dates.txt', 'routes.txt', 'stops.txt', 'stop_times.txt']","['calendar.txt', 'transfers.txt']",False,
Azienda Trasporti Area Fiorentina (ATAF),https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-toscana-azienda-trasporti-area-fiorentina-ataf-gtfs-1263.zip?alt=media,"['trips.txt', 'calendar_dates.txt', 'routes.txt', 'stops.txt', 'stop_times.txt']","['calendar.txt', 'transfers.txt']",False,
