provider,url,files_found,missing_files,complete,error
OSEA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/cy-unknown-osea-gtfs-1916.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'stops.txt', 'routes.txt']","['calendar.txt', 'transfers.txt']",False,
NPT,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/cy-unknown-npt-gtfs-1918.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'stops.txt', 'routes.txt']","['calendar.txt', 'transfers.txt']",False,
LPT,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/cy-unknown-lpt-gtfs-1919.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'stops.txt', 'routes.txt']","['calendar.txt', 'transfers.txt']",False,
OSYPA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/cy-unknown-osypa-gtfs-1915.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'stops.txt', 'routes.txt']","['calendar.txt', 'transfers.txt']",False,
"Dopravní podnik měst Liberce a Jablonce nad Nisou, a. s.",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/cz-liberecky-kraj-dopravni-podnik-mest-liberce-a-jablonce-nad-nisou-gtfs-1902.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Bean Shuttle,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/czech-prague-bean-shuttle-gtfs-2036.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar.txt', 'stops.txt', 'routes.txt']","['calendar_dates.txt', 'transfers.txt']",False,
"Dopravní podnik města Olomouce, a. s.",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/cz-olomoucky-kraj-dopravni-podnik-mesta-olomouce-gtfs-1901.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
"Freiburger Verkehrs AG (VAG), R.A.S.T. Reisen (RAST), Tuniberg Express",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-baden-wurttemberg-freiburger-verkehrs-ag-vag-gtfs-1115.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Integrated Transit System of the South Moravian Region (IDS JMK),https://storage.googleapis.com/storage/v1/b/mdb-latest/o/cz-south-moravian-integrated-transit-system-of-the-south-moravian-region-ids-jmk-gtfs-2155.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
naldo Verkehrsverbund,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-baden-wurttemberg-naldo-verkehrsverbund-gtfs-771.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
OstalbMobil – Verkehrsverbund,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-baden-wurttemberg-ostalbmobil-verkehrsverbund-gtfs-1202.zip?alt=media,"['trips.txt', 'calendar_dates.txt', 'routes.txt', 'calendar.txt', 'stops.txt', 'stop_times.txt']",['transfers.txt'],False,
Karlsruher Verkehrsverbund,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-baden-wurttemberg-karlsruher-verkehrsverbund-gtfs-2231.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Réseau de transport de la Capitale,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/ca-quebec-reseau-de-transport-de-la-capitale-gtfs-757.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Rhein-Neckar-Verkehr,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-baden-wurttemberg-rhein-neckar-verkehr-gtfs-777.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar.txt', 'stops.txt', 'routes.txt']","['calendar_dates.txt', 'transfers.txt']",False,
bodo Verkehrsverbund,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-baden-wurttemberg-bodo-verkehrsverbund-gtfs-769.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
"Regional Bus Stuttgart GmbH RBS, FMO, Regiobus Stuttgart, Friedrich Müller Omnibusunternehmen",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-baden-wurttemberg-regional-bus-stuttgart-gmbh-rbs-gtfs-1093.zip?alt=media,"['trips.txt', 'calendar_dates.txt', 'routes.txt', 'calendar.txt', 'stops.txt', 'stop_times.txt']",['transfers.txt'],False,
"OVA-Aalen, OVA-Bopfingen, Beck+Schubert",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-baden-wurttemberg-ova-aalen-gtfs-772.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
SWU Verkehr GmbH (SWU),https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-baden-wurttemberg-swu-verkehr-gmbh-swu-gtfs-776.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
SWEG Markgräflerland,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-baden-wurttemberg-sweg-markgraflerland-gtfs-1084.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Société de transport de Montréal (STM),https://storage.googleapis.com/storage/v1/b/mdb-latest/o/ca-quebec-societe-de-transport-de-montreal-stm-gtfs-2126.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
SIMUR Bogota,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/co-distrito-capital-de-bogota-simur-bogota-gtfs-2012.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
TuTicket,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-baden-wurttemberg-tuticket-gtfs-920.zip?alt=media,[],"['calendar_dates.txt', 'trips.txt', 'stops.txt', 'transfers.txt', 'calendar.txt', 'routes.txt', 'stop_times.txt']",False,"HTTPSConnectionPool(host='storage.googleapis.com', port=443): Read timed out."
Toronto Transit Commission,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/ca-ontario-toronto-transit-commission-gtfs-732.zip?alt=media,[],"['calendar_dates.txt', 'trips.txt', 'stops.txt', 'transfers.txt', 'calendar.txt', 'routes.txt', 'stop_times.txt']",False,"HTTPSConnectionPool(host='storage.googleapis.com', port=443): Read timed out."
Verkehrsverbund Pforzheim-Enzkreis (VPE),https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-baden-wurttemberg-verkehrsverbund-pforzheim-enzkreis-vpe-gtfs-1085.zip?alt=media,[],"['calendar_dates.txt', 'trips.txt', 'stops.txt', 'transfers.txt', 'calendar.txt', 'routes.txt', 'stop_times.txt']",False,"HTTPSConnectionPool(host='storage.googleapis.com', port=443): Read timed out."
Stadtwerke Heilbronn (SWHN),https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-baden-wurttemberg-stadtwerke-heilbronn-swhn-gtfs-783.zip?alt=media,[],"['calendar_dates.txt', 'trips.txt', 'stops.txt', 'transfers.txt', 'calendar.txt', 'routes.txt', 'stop_times.txt']",False,"HTTPSConnectionPool(host='storage.googleapis.com', port=443): Read timed out."
Verkehrsverbund Rhein-Neckar,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-baden-wurttemberg-verkehrsverbund-rhein-neckar-gtfs-1173.zip?alt=media,[],"['calendar_dates.txt', 'trips.txt', 'stops.txt', 'transfers.txt', 'calendar.txt', 'routes.txt', 'stop_times.txt']",False,"HTTPSConnectionPool(host='storage.googleapis.com', port=443): Read timed out."
TBO Offenburg,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-baden-wurttemberg-tbo-offenburg-gtfs-900.zip?alt=media,[],"['calendar_dates.txt', 'trips.txt', 'stops.txt', 'transfers.txt', 'calendar.txt', 'routes.txt', 'stop_times.txt']",False,"HTTPSConnectionPool(host='storage.googleapis.com', port=443): Read timed out."
SBG,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-baden-wurttemberg-sbg-gtfs-918.zip?alt=media,[],"['calendar_dates.txt', 'trips.txt', 'stops.txt', 'transfers.txt', 'calendar.txt', 'routes.txt', 'stop_times.txt']",False,"HTTPSConnectionPool(host='storage.googleapis.com', port=443): Read timed out."
DB ZugBus Regionalverkehr Alb-Bodensee,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-baden-wurttemberg-db-zugbus-regionalverkehr-alb-bodensee-gtfs-773.zip?alt=media,[],"['calendar_dates.txt', 'trips.txt', 'stops.txt', 'transfers.txt', 'calendar.txt', 'routes.txt', 'stop_times.txt']",False,"HTTPSConnectionPool(host='storage.googleapis.com', port=443): Read timed out."
Ottawa-Carleton Regional Transit Commission (OC Transpo),https://storage.googleapis.com/storage/v1/b/mdb-latest/o/ca-ontario-ottawa-carleton-regional-transit-commission-oc-transpo-gtfs-2154.zip?alt=media,[],"['calendar_dates.txt', 'trips.txt', 'stops.txt', 'transfers.txt', 'calendar.txt', 'routes.txt', 'stop_times.txt']",False,"HTTPSConnectionPool(host='storage.googleapis.com', port=443): Read timed out."
Prazska integrovana doprava (PID),https://storage.googleapis.com/storage/v1/b/mdb-latest/o/cz-praha-prazska-integrovana-doprava-pid-gtfs-767.zip?alt=media,[],"['calendar_dates.txt', 'trips.txt', 'stops.txt', 'transfers.txt', 'calendar.txt', 'routes.txt', 'stop_times.txt']",False,"HTTPSConnectionPool(host='storage.googleapis.com', port=443): Read timed out."
NVBW - Nahverkehrsgesellschaft Baden-Württemberg mbH,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-baden-wuttemberg-nvbw-gtfs-2393.json.zip?alt=media,[],"['calendar_dates.txt', 'trips.txt', 'stops.txt', 'transfers.txt', 'calendar.txt', 'routes.txt', 'stop_times.txt']",False,File is not a zip file
Münchner Verkehrs- und Tarifverbund GmbH (MVV),https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-bayern-munchner-verkehrs--und-tarifverbund-gmbh-mvv-gtfs-2252.zip?alt=media,[],"['calendar_dates.txt', 'trips.txt', 'stops.txt', 'transfers.txt', 'calendar.txt', 'routes.txt', 'stop_times.txt']",False,File is not a zip file
Bürgerbus Leupoldsgrün (Landkreis Hof),https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-bayern-burgerbus-leupoldsgrun-landkreis-hof-gtfs-1152.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
HofBus,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-bayern-hofbus-gtfs-1252.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Augsburger Verkehrs- und Tarifverbund (AVV),https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-bayern-augsburger-verkehrs--und-tarifverbund-avv-gtfs-857.zip?alt=media,"['trips.txt', 'calendar_dates.txt', 'routes.txt', 'calendar.txt', 'stops.txt', 'stop_times.txt']",['transfers.txt'],False,
Long-distance rail transport in Germany,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-bayern-gesamtnetz-der-deutschen-bahn-gtfs-768.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Verkehrsverbund Berlin-Brandenburg,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-berlin-verkehrsverbund-berlin-brandenburg-gtfs-782.zip?alt=media,[],"['calendar_dates.txt', 'trips.txt', 'stops.txt', 'transfers.txt', 'calendar.txt', 'routes.txt', 'stop_times.txt']",False,"HTTPSConnectionPool(host='storage.googleapis.com', port=443): Read timed out."
Verkehrsverbund Rhein-Ruhr,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-germany-verkehrsverbund-rhein-ruhr-gtfs-785.zip?alt=media,[],"['calendar_dates.txt', 'trips.txt', 'stops.txt', 'transfers.txt', 'calendar.txt', 'routes.txt', 'stop_times.txt']",False,"HTTPSConnectionPool(host='storage.googleapis.com', port=443): Read timed out."
Ver­kehrs­ver­bund Groß­raum Nürn­berg (VGN),https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-bayern-verkehrsverbund-grossraum-nurnberg-vgn-gtfs-858.zip?alt=media,[],"['calendar_dates.txt', 'trips.txt', 'stops.txt', 'transfers.txt', 'calendar.txt', 'routes.txt', 'stop_times.txt']",False,"HTTPSConnectionPool(host='storage.googleapis.com', port=443): Read timed out."
Erfurter Verkehrsbetriebe AG,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-bayern-erfurter-verkehrsbetriebe-ag-gtfs-780.zip?alt=media,[],"['calendar_dates.txt', 'trips.txt', 'stops.txt', 'transfers.txt', 'calendar.txt', 'routes.txt', 'stop_times.txt']",False,"HTTPSConnectionPool(host='storage.googleapis.com', port=443): Read timed out."
Hamburger Verkehrsverbund GmbH (HVV),https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-hamburg-hamburger-verkehrsverbund-gmbh-hvv-gtfs-1226.zip?alt=media,[],"['calendar_dates.txt', 'trips.txt', 'stops.txt', 'transfers.txt', 'calendar.txt', 'routes.txt', 'stop_times.txt']",False,"HTTPSConnectionPool(host='storage.googleapis.com', port=443): Read timed out."
VOLZ,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-baden-wurttemberg-volz-gtfs-906.zip?alt=media,[],"['calendar_dates.txt', 'trips.txt', 'stops.txt', 'transfers.txt', 'calendar.txt', 'routes.txt', 'stop_times.txt']",False,"HTTPSConnectionPool(host='storage.googleapis.com', port=443): Read timed out."
BBS Schapfl,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-bayern-bbs-schapfl-gtfs-770.zip?alt=media,[],"['calendar_dates.txt', 'trips.txt', 'stops.txt', 'transfers.txt', 'calendar.txt', 'routes.txt', 'stop_times.txt']",False,"HTTPSConnectionPool(host='storage.googleapis.com', port=443): Read timed out."
Verkehrsverbund Rhein-Sieg,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-bayern-verkehrsverbund-rhein-sieg-gtfs-778.zip?alt=media,[],"['calendar_dates.txt', 'trips.txt', 'stops.txt', 'transfers.txt', 'calendar.txt', 'routes.txt', 'stop_times.txt']",False,"HTTPSConnectionPool(host='storage.googleapis.com', port=443): Read timed out."
Münchner Verkehrs- und Tarifverbund GmbH (MVV),https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-bavaria-munchner-verkehrs--und-tarifverbund-gmbh-mvv-gtfs-2365.zip?alt=media,[],"['calendar_dates.txt', 'trips.txt', 'stops.txt', 'transfers.txt', 'calendar.txt', 'routes.txt', 'stop_times.txt']",False,"HTTPSConnectionPool(host='storage.googleapis.com', port=443): Read timed out."
Münchner Verkehrsgesellschaft (MVG),https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-bavaria-munchner-verkehrsgesellschaft-mvg-gtfs-2335.zip?alt=media,[],"['calendar_dates.txt', 'trips.txt', 'stops.txt', 'transfers.txt', 'calendar.txt', 'routes.txt', 'stop_times.txt']",False,"HTTPSConnectionPool(host='storage.googleapis.com', port=443): Read timed out."
Karlsruher Verkehrsverbundes,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-unknown-karlsruher-verkehrsverbundes-gtfs-1225.zip?alt=media,[],"['calendar_dates.txt', 'trips.txt', 'stops.txt', 'transfers.txt', 'calendar.txt', 'routes.txt', 'stop_times.txt']",False,"HTTPSConnectionPool(host='storage.googleapis.com', port=443): Max retries exceeded with url: /storage/v1/b/mdb-latest/o/de-unknown-karlsruher-verkehrsverbundes-gtfs-1225.zip?alt=media (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x736e9554f070>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution'))"
Mitteldeutscher Verkehrsverbund GmbH (MDV),https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-sachsen-mitteldeutscher-verkehrsverbund-gmbh-mdv-gtfs-2360.zip?alt=media,[],"['calendar_dates.txt', 'trips.txt', 'stops.txt', 'transfers.txt', 'calendar.txt', 'routes.txt', 'stop_times.txt']",False,File is not a zip file
Swiss Federal Railways (SBB),https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-unknown-postauto-ag-gtfs-2053.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
"DB, SBB, EC, ÖBB, NS, DSB, MAV, CD, PKP, RE, DPN, RZD, SWX, CFL",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-unknown-db-gtfs-1139.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'stops.txt', 'routes.txt']","['calendar.txt', 'transfers.txt']",False,
Schweizer Reisen,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-unknown-schweizer-reisen-gtfs-774.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
"Rurtalbahn GmbH, ABELLIO Rail, VIAS GmbH, Aachener Straßenbahn und Energieversorgungs-AG, Rurtalbus GmbH, WestVerkehr GmbH, Staatsbahnen, National Express, ASEAG Netliner",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-nordrhein-westfalen-rurtalbahn-gmbh-gtfs-1094.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Regional Rail Transport Germany,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-unknown-verkehrsverbund-stuttgart-gtfs-1089.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Leipziger Verkehrsbetriebe (LVB),https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-sachsen-leipziger-verkehrsbetriebe-lvb-gtfs-781.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Société Nationale des Transports Ferroviaires (SNTF Algeria),https://storage.googleapis.com/storage/v1/b/mdb-latest/o/dz-unknown-societe-nationale-des-transports-ferroviaires-sntf-algeria-gtfs-1199.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Filsland Verkehrsverbund,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-unknown-filsland-verkehrsverbund-gtfs-1183.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Verkehrsverbund Mittelthüringen (VMT),https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-thuringen-verkehrsverbund-mittelthuringen-vmt-gtfs-1172.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Cairo Metro,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/eg-al-qahirah-cairo-metro-gtfs-786.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['calendar_dates.txt'],False,
Tuvisa-EuskoTran,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-alava-tuvisa-euskotran-gtfs-797.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'stops.txt', 'routes.txt']","['calendar.txt', 'transfers.txt']",False,
"Rurtalbahn GmbH, ABELLIO Rail, VIAS GmbH, Aachener Straßenbahn und Energieversorgungs-AG, Rurtalbus GmbH, WestVerkehr GmbH, Staatsbahnen, National Express, ASEAG Netliner",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-nordrhein-westfalen-rurtalbahn-gmbh-gtfs-1224.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
TRAM Alicante,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-alicante-tram-alicante-gtfs-1039.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Metro de Málaga,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-andalucia-metro-de-malaga-gtfs-1017.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'stops.txt', 'routes.txt']","['calendar.txt', 'transfers.txt']",False,
Transporte Públicos de Andalucía,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-andalucia-transporte-publicos-de-andalucia-gtfs-1913.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar.txt', 'stops.txt', 'routes.txt']","['calendar_dates.txt', 'transfers.txt']",False,
"Agyad, Box Paratransit, Cooperative paratransit 29 Seater (Grey Licenseplates), Cairo Transport Authority, Minibus licensed by CTA, Green Bus, El Masreya, Paratransit 8 Seater Suzuki Chevrolet or DMF (Blue Licenseplates), Paratransit 14 Seater Microbus (Orange Licenseplates)",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/eg-al-qahirah-agyad-gtfs-1825.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar.txt', 'stops.txt', 'routes.txt']","['calendar_dates.txt', 'transfers.txt']",False,
TRAM,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-barcelona-tram-gtfs-1003.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Empresa Malagueña de Transportes (EMT),https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-andalucia-empresa-malaguena-de-transportes-emt-gtfs-2212.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Trambesòs,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-barcelona-trambesos-gtfs-1004.zip?alt=media,"['trips.txt', 'calendar_dates.txt', 'routes.txt', 'stops.txt', 'stop_times.txt']","['calendar.txt', 'transfers.txt']",False,
Bilbobus,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-bizkaia-bilbobus-gtfs-1253.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
"Autos Castellbisbal, Mohn, Oliveras, Rosanbus, Soler i Sauret, Tusgsal, Barcelona City Tour, Monbus, Avanza",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-barcelona-autos-castellbisbal-gtfs-892.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
El Transbordador de Vizcaya,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-bizkaia-el-transbordador-de-vizcaya-gtfs-1162.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Funicular de Artxanda,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-bizkaia-funicular-de-artxanda-gtfs-1107.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
La Union,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-bizkaia-la-union-gtfs-1196.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Metro Bilbao,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-bizkaia-metro-bilbao-gtfs-1200.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Transports Metropolitans de Barcelona (TMB),https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-barcelona-transports-metropolitans-de-barcelona-tmb-gtfs-2359.zip?alt=media,"['trips.txt', 'transfers.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",[],True,
Ferrocarrils de la Generalitat de Catalunya,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-catalunya-ferrocarrils-de-la-generalitat-de-catalunya-gtfs-1856.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'stops.txt', 'routes.txt']","['calendar.txt', 'transfers.txt']",False,
dBus,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-gipuzkoa-dbus-gtfs-1191.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Bizkaibus,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-bizkaia-bizkaibus-gtfs-1135.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar.txt', 'stops.txt', 'routes.txt']","['calendar_dates.txt', 'transfers.txt']",False,
"ABuss OÜ, Aktsiaselts Hansa Bussiliinid, Aktsiaselts MK Autobuss, Alukvik OÜ, Arilix OÜ, AS Lux Express Estonia, Asunduse osaühing, ATG Bussiliinid OÜ, Atko Bussiliinid AS, ATKO Liinid OÜ, ATKO Transport OÜ, Ekspress-Auto L Osaühing, Ekspressbussiliinid osaühing, Elmar Purga FIE, ELRON, Estonian Lines OÜ, GoBus AS, HANSABUSS AS, Kalle Bussid OÜ, MEELIS HEEK, MK Reis-X OÜ, NAJA OÜ, Osaühing Bristol Takso, OSAÜHING FREMANTI, osaühing Tulisilm, OV Ida-Bus OÜ, OÜ Baltic Shuttle, PRESTO osaühing, Radix Transport OÜ, Rannu Rukkilill E.S.T. OÜ, Saaremaa vald, SEBE Aktsiaselts, Sirel Reisid OÜ, Taisto Express OÜ, Tallinna Linnatranspordi AS, TS Laevad OÜ, Tõnu Tours OÜ, Valgis osaühing",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/ee-unknown-abuss-ou-gtfs-1095.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
Consorcio Regional de Transportes de Madrid,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-madrid-consorcio-regional-de-transportes-de-madrid-gtfs-792.zip?alt=media,"['trips.txt', 'stop_times.txt', 'calendar_dates.txt', 'calendar.txt', 'stops.txt', 'routes.txt']",['transfers.txt'],False,
